date,open,high,low,close,volume
2000-04-07,329.8,352.25,329.8,352.25,11686144
2000-04-10,369.9,380.0,359.5,364.55,22110719
2000-04-11,358.0,359.0,346.5,353.75,9759550
2000-04-12,357.0,360.0,334.4,337.95,17263869
2000-04-13,331.1,331.1,310.95,310.95,225213
2000-04-17,286.1,300.8,286.1,298.4,15931668
2000-04-18,297.1,308.9,294.0,300.05,8775778
2000-04-19,307.7,324.05,303.1,314.85,16293725
2000-04-20,313.0,340.05,309.25,337.75,19387991
2000-04-24,346.0,360.6,323.0,336.95,17618258
2000-04-25,322.3,339.5,311.65,332.05,15809540
2000-04-26,340.0,358.65,340.0,357.95,16998445
2000-04-27,360.8,366.0,338.3,345.65,29547592
2000-04-28,347.5,351.9,340.3,345.05,13426369
2000-05-02,348.0,354.65,325.25,329.15,16424665
2000-05-03,327.0,333.85,309.2,328.0,13760253
2000-05-04,331.0,342.95,331.0,337.2,11327281
2000-05-05,338.5,341.55,328.1,335.35,11144621
2000-05-08,331.0,337.0,322.3,324.0,5891336
2000-05-09,321.5,331.85,318.4,328.35,6136642
2000-05-10,330.0,334.9,323.3,325.25,6652614
2000-05-11,324.05,324.05,314.0,316.75,6428965
2000-05-12,319.6,322.5,313.3,315.9,4135346
2000-05-15,312.05,324.7,306.5,319.5,5797353
2000-05-16,320.0,321.9,315.0,317.4,3133472
2000-05-17,320.9,328.4,316.25,318.85,7802567
2000-05-18,318.0,319.75,307.1,310.1,5382755
2000-05-19,308.0,319.05,307.25,315.6,7967132
2000-05-22,313.0,316.9,309.0,312.45,3117749
2000-05-23,312.3,316.0,308.5,314.75,4169391
2000-05-24,313.65,317.9,310.0,312.75,4041968
2000-05-25,312.3,317.8,311.1,312.8,2617268
2000-05-26,314.8,318.0,311.0,316.45,3504803
2000-05-29,318.5,347.45,318.0,339.45,11805354
2000-05-30,340.75,345.85,337.1,343.8,5690548
2000-05-31,351.0,356.8,342.1,343.9,8452065
2000-06-01,342.1,345.9,336.15,339.2,5381385
2000-06-02,343.0,346.0,334.1,337.45,5846405
2000-06-05,337.7,351.85,336.4,339.2,10843536
2000-06-06,338.0,342.85,336.1,338.8,3919322
2000-06-07,339.9,344.4,336.25,337.95,3752088
2000-06-08,339.9,345.0,338.25,340.85,4600458
2000-06-09,341.9,352.7,339.05,341.2,12293372
2000-06-12,342.4,345.7,338.55,339.4,4122051
2000-06-13,339.0,346.45,337.05,338.5,6836937
2000-06-14,346.5,346.5,336.1,337.35,4483842
2000-06-15,341.0,341.0,327.5,331.45,6077043
2000-06-16,329.55,335.85,329.0,332.25,4558790
2000-06-19,333.75,336.0,330.2,331.35,3102806
2000-06-20,333.5,334.0,328.55,330.3,4148234
2000-06-21,334.0,334.0,328.25,329.15,2071279
2000-06-22,330.35,349.8,323.25,345.0,19142742
2000-06-23,346.1,354.65,335.0,337.75,15997583
2000-06-26,335.0,335.6,328.25,331.15,3465048
2000-06-27,331.35,339.9,330.1,334.5,7636206
2000-06-28,335.0,336.95,332.5,333.75,1744726
2000-06-29,335.35,345.7,334.9,342.25,7618018
2000-06-30,344.0,344.7,336.0,340.8,6345573
2000-07-03,338.0,351.95,338.0,348.15,9853239
2000-07-04,348.6,349.6,344.05,345.4,5380769
2000-07-05,349.0,360.35,346.6,354.15,13560315
2000-07-06,351.0,364.9,350.0,362.35,14329060
2000-07-07,364.4,365.9,360.0,361.2,7969212
2000-07-10,363.0,371.0,358.65,368.5,9419083
2000-07-11,369.9,377.7,366.55,375.95,12140871
2000-07-12,374.1,375.75,368.0,370.05,5052490
2000-07-13,370.8,373.8,363.0,365.75,5945560
2000-07-14,366.25,370.45,359.6,361.2,6403575
2000-07-17,362.9,364.9,357.5,363.3,6151343
2000-07-18,361.5,363.0,356.3,358.15,3720569
2000-07-19,358.5,362.5,352.5,354.1,4178056
2000-07-20,352.9,360.8,347.0,357.6,8901351
2000-07-21,357.0,357.0,342.25,343.9,10264940
2000-07-24,341.05,341.05,324.15,326.5,6016447
2000-07-25,322.55,336.45,320.2,333.9,6604953
2000-07-26,339.0,339.0,324.0,325.6,3880880
2000-07-27,326.0,350.8,322.1,344.05,8614501
2000-07-28,348.0,350.0,339.2,340.45,5985200
2000-07-31,338.0,340.9,335.5,336.8,2006533
2000-08-01,336.0,341.9,335.6,338.5,3732876
2000-08-02,337.4,339.7,336.0,339.0,1456348
2000-08-03,339.8,343.75,336.3,337.65,3333675
2000-08-04,338.5,338.75,329.15,330.1,3271743
2000-08-07,329.0,332.0,324.15,330.25,2471284
2000-08-08,331.65,333.35,329.5,330.85,2252594
2000-08-09,333.0,338.0,331.15,333.7,2395016
2000-08-10,332.0,335.75,328.15,329.55,1700036
2000-08-11,329.5,332.0,327.7,329.25,1951207
2000-08-14,329.0,331.85,322.3,329.35,2652282
2000-08-16,331.9,340.8,330.25,337.4,4819689
2000-08-17,339.0,345.4,335.5,337.75,6151601
2000-08-18,337.05,339.85,335.65,336.95,1834008
2000-08-21,336.2,338.9,335.1,336.5,1448300
2000-08-22,338.5,342.25,336.7,338.3,2848531
2000-08-23,341.7,346.0,338.55,339.55,5423766
2000-08-24,339.0,340.75,334.0,335.6,3300159
2000-08-25,336.5,338.4,331.25,333.6,1655254
2000-08-28,333.5,335.0,331.6,332.2,1190817
2000-08-29,331.3,334.5,329.3,330.4,2165046
2000-08-30,334.75,338.8,331.6,336.9,3066115
2000-08-31,338.5,340.8,335.05,336.55,2740898
2000-09-04,338.9,356.75,338.25,353.9,7875701
2000-09-05,357.0,359.6,352.25,355.75,3634270
2000-09-06,356.0,365.9,352.0,363.6,9780431
2000-09-07,361.15,370.9,360.1,361.85,7549126
2000-09-08,362.0,375.0,361.05,370.9,5956473
2000-09-11,374.8,387.0,374.1,383.15,7055315
2000-09-12,385.0,389.8,381.2,383.45,4331376
2000-09-13,385.95,385.95,372.0,375.5,5918549
2000-09-14,376.05,380.65,372.7,375.7,4199710
2000-09-15,376.0,377.15,363.15,365.95,3798828
2000-09-18,363.0,363.0,343.15,346.2,5241140
2000-09-19,344.2,351.95,334.0,337.6,4866225
2000-09-20,341.25,350.75,337.6,347.5,3828743
2000-09-21,347.9,350.0,342.35,347.9,3454067
2000-09-22,347.0,347.0,335.95,338.35,4212265
2000-09-25,342.05,346.0,338.0,341.95,3466621
2000-09-26,344.0,344.0,338.05,341.3,2857067
2000-09-27,341.05,354.7,334.4,351.9,6614226
2000-09-28,355.0,355.0,343.5,345.6,4924399
2000-09-29,347.8,349.9,341.05,342.5,2713333
2000-10-03,340.05,345.5,338.25,343.15,2996291
2000-10-04,346.0,348.5,343.9,346.65,1814978
2000-10-05,345.15,347.3,338.7,340.15,1717130
2000-10-06,338.05,341.8,336.55,340.4,2084877
2000-10-09,341.0,346.5,339.05,340.45,2465985
2000-10-10,341.05,341.5,333.4,335.2,2142703
2000-10-11,333.0,334.4,327.6,330.3,1941301
2000-10-12,327.5,334.5,322.55,327.35,4932887
2000-10-13,325.25,325.25,305.1,318.3,3820168
2000-10-16,321.0,334.4,305.25,310.3,4859355
2000-10-17,305.15,311.7,297.25,301.95,5873954
2000-10-18,299.5,302.5,294.25,298.35,2711227
2000-10-19,296.8,308.4,287.0,303.15,5017513
2000-10-20,309.25,313.5,296.15,298.1,6294894
2000-10-23,298.0,298.0,283.35,285.85,3537551
2000-10-24,286.0,294.7,284.5,292.7,4991911
2000-10-25,294.0,309.1,293.3,305.05,5484325
2000-10-26,307.95,310.0,304.05,305.55,1351639
2000-10-27,306.95,308.5,300.1,302.95,3479544
2000-10-30,304.5,309.4,300.1,301.0,2922970
2000-10-31,300.05,303.75,294.3,302.15,3035468
2000-11-01,310.45,312.8,304.55,308.55,5175535
2000-11-02,308.9,318.0,308.9,315.7,5345328
2000-11-03,318.4,320.75,314.8,315.65,4185175
2000-11-06,316.95,319.9,312.0,312.7,3987985
2000-11-07,310.15,315.25,310.15,313.2,2597494
2000-11-08,316.7,322.4,315.0,318.45,5620668
2000-11-09,317.5,322.7,316.0,319.15,3806455
2000-11-10,318.45,319.75,310.25,311.15,3515717
2000-11-13,310.05,310.05,301.15,302.4,2333597
2000-11-14,302.05,311.9,302.05,311.05,3676980
2000-11-15,315.95,317.4,310.1,313.1,3060728
2000-11-16,315.0,315.4,309.35,311.65,3259405
2000-11-17,311.0,311.45,307.5,310.85,3391993
2000-11-20,310.55,312.6,309.05,310.2,1679820
2000-11-21,312.75,312.75,307.6,309.1,3751462
2000-11-22,310.0,311.5,307.6,308.15,1146693
2000-11-23,307.0,312.5,305.25,311.15,2550499
2000-11-24,312.5,316.9,312.0,313.35,3370644
2000-11-27,314.0,319.9,313.5,318.7,3079656
2000-11-28,319.95,330.25,317.25,329.5,6766122
2000-11-29,328.0,332.4,324.0,327.2,5186104
2000-11-30,327.0,330.25,325.5,328.15,3132332
2000-12-01,327.0,330.25,324.5,328.1,3623292
2000-12-04,328.9,335.4,328.9,332.6,4911907
2000-12-05,334.5,339.8,334.3,338.7,3777774
2000-12-06,344.7,344.7,336.6,337.25,3121812
2000-12-07,336.4,340.35,335.75,337.55,2179581
2000-12-08,338.0,341.9,337.15,339.4,4262617
2000-12-11,340.9,346.95,340.0,345.95,6063721
2000-12-12,347.0,347.2,343.5,344.3,2380095
2000-12-13,346.0,349.55,344.4,347.4,4074879
2000-12-14,347.9,352.8,345.0,346.3,6316696
2000-12-15,345.0,345.0,336.3,337.95,4013696
2000-12-18,335.0,342.9,330.05,341.3,3808996
2000-12-19,343.25,344.6,338.1,339.4,3520914
2000-12-20,345.0,345.0,337.4,341.85,2094053
2000-12-21,340.1,344.95,336.55,342.3,4246752
2000-12-22,344.5,347.0,337.25,338.2,3558819
2000-12-26,337.05,341.9,326.55,328.0,3814774
2000-12-27,326.0,335.0,324.0,333.05,4007710
2000-12-28,335.8,340.2,332.8,338.8,4042545
2000-12-29,338.45,340.7,337.05,338.95,2686465
2001-01-01,340.0,343.65,339.0,341.75,3008237
2001-01-02,340.35,359.0,340.25,354.3,6623970
2001-01-03,355.0,361.7,353.0,360.05,8844088
2001-01-04,359.1,366.9,356.2,357.8,5982701
2001-01-05,356.5,366.8,356.5,364.3,7460148
2001-01-08,362.5,367.45,357.25,360.2,6842731
2001-01-09,359.4,361.8,357.1,357.95,4513682
2001-01-10,358.55,361.45,349.15,351.7,4730779
2001-01-11,352.5,357.3,351.0,355.8,4070774
2001-01-12,356.95,358.4,354.0,354.55,2402573
2001-01-15,354.05,356.5,352.0,355.55,1977779
2001-01-16,355.55,370.4,355.55,368.4,10397087
2001-01-17,371.1,371.45,361.25,362.05,4164213
2001-01-18,363.0,366.5,361.35,364.75,2730251
2001-01-19,365.1,373.8,365.1,369.1,6563871
2001-01-22,369.0,375.9,368.1,374.5,7587620
2001-01-23,374.75,384.25,374.75,381.65,8274005
2001-01-24,384.4,384.5,378.5,380.35,5461105
2001-01-25,381.5,383.5,376.65,381.7,4489764
2001-01-29,380.0,380.0,361.0,377.65,5074253
2001-01-30,378.55,391.0,378.55,389.65,10513293
2001-01-31,405.0,405.0,381.0,384.6,5900160
2001-02-01,383.5,388.6,372.7,386.15,12741600
2001-02-02,384.5,395.9,383.95,394.5,10129102
2001-02-05,393.1,400.5,390.25,399.15,10670248
2001-02-06,400.0,402.5,396.25,397.85,6048694
2001-02-07,395.65,397.95,392.0,393.45,3637077
2001-02-08,391.2,397.45,390.5,395.95,4783393
2001-02-09,397.0,402.0,394.25,398.9,6970040
2001-02-12,396.25,406.4,395.25,400.55,6589212
2001-02-13,402.0,411.9,397.5,410.05,8532878
2001-02-14,414.85,417.4,409.55,415.55,8956667
2001-02-15,415.0,425.4,413.0,422.7,14706855
2001-02-16,423.9,429.35,420.0,422.45,12684331
2001-02-19,423.0,427.05,418.5,425.35,6365686
2001-02-20,424.0,426.55,421.0,422.8,7155885
2001-02-21,423.05,424.85,412.1,414.1,7890074
2001-02-22,413.0,419.0,408.6,414.65,7787291
2001-02-23,415.05,420.6,409.6,411.3,7727518
2001-02-26,410.2,412.9,403.25,406.25,6221601
2001-02-27,407.5,409.25,397.3,402.1,5610643
2001-02-28,402.0,420.0,400.65,414.1,11049522
2001-03-01,416.0,446.0,416.0,438.2,15937433
2001-03-02,440.0,451.0,415.15,419.1,13416273
2001-03-05,420.5,425.0,402.5,408.65,9439887
2001-03-07,412.0,424.7,398.6,412.0,7545003
2001-03-08,413.45,420.15,409.05,413.4,4430539
2001-03-09,411.1,411.1,398.65,409.5,3926498
2001-03-12,409.1,412.0,402.0,408.0,3671174
2001-03-13,401.05,418.5,375.4,388.1,5264998
2001-03-14,389.0,404.9,385.15,399.4,3372451
2001-03-15,393.0,401.45,388.1,397.25,2484258
2001-03-16,394.0,399.25,379.1,384.0,3203308
2001-03-19,381.0,388.0,375.6,382.5,2258808
2001-03-20,384.0,384.75,370.5,373.35,1821965
2001-03-21,376.5,403.25,365.25,401.3,3322003
2001-03-22,405.35,408.8,391.0,393.4,2868227
2001-03-23,394.0,400.65,374.3,379.55,3543428
2001-03-26,380.0,386.6,376.1,384.2,1771673
2001-03-27,383.0,394.4,381.7,390.7,2935850
2001-03-28,395.0,405.0,393.6,402.0,2667459
2001-03-29,401.25,405.85,394.0,396.45,3813078
2001-03-30,394.1,396.7,386.65,389.55,2456373
2001-04-02,386.5,393.8,374.55,391.05,2789829
2001-04-03,390.0,395.0,386.0,390.85,1537797
2001-04-04,380.15,387.7,378.25,383.1,1451637
2001-04-06,383.0,392.95,381.0,382.75,1167280
2001-04-09,380.2,383.7,351.75,357.25,4892591
2001-04-10,355.2,355.2,326.3,328.6,3654586
2001-04-11,330.0,337.55,306.65,324.25,5682346
2001-04-12,318.0,318.0,292.1,297.35,6499976
2001-04-16,292.6,313.0,290.0,308.15,4508901
2001-04-17,307.0,321.8,306.0,315.2,3952056
2001-04-18,314.0,329.9,303.0,327.2,6574312
2001-04-19,329.95,378.6,329.95,369.75,10637686
2001-04-20,369.9,374.9,353.1,358.85,5761492
2001-04-23,355.0,363.4,350.75,354.1,3256283
2001-04-24,351.2,353.0,344.5,349.45,2665902
2001-04-25,350.0,363.0,348.0,358.65,4960851
2001-04-26,360.45,365.9,351.8,354.85,5102487
2001-04-27,351.0,351.0,332.6,345.35,5167914
2001-04-30,348.7,353.4,334.0,342.5,3325738
2001-05-02,342.0,346.5,336.2,342.3,2262729
2001-05-03,341.0,348.8,339.65,343.95,2340189
2001-05-04,343.15,346.0,341.0,343.7,1256387
2001-05-07,343.0,347.4,339.55,340.9,1124575
2001-05-08,340.5,348.2,340.05,346.1,2199889
2001-05-09,347.0,357.8,346.55,351.75,4449038
2001-05-10,351.9,356.7,350.6,355.15,2180184
2001-05-11,356.45,361.3,354.15,355.35,2230650
2001-05-14,355.0,362.05,354.65,359.8,1776515
2001-05-15,357.0,372.4,348.15,370.8,4649081
2001-05-16,372.6,374.8,365.15,366.95,3317202
2001-05-17,368.9,385.05,368.9,382.55,5799635
2001-05-18,384.7,384.85,373.0,374.85,3017492
2001-05-21,372.0,381.5,371.6,376.65,2904191
2001-05-22,377.85,381.5,375.7,377.45,2107258
2001-05-23,377.05,383.25,376.85,381.05,1885691
2001-05-24,381.0,394.4,381.0,392.9,6751945
2001-05-25,393.95,397.7,391.05,393.55,4265228
2001-05-28,394.0,401.9,394.0,398.8,2605823
2001-05-29,399.0,406.95,397.0,403.4,3057001
2001-05-30,406.0,406.7,389.95,391.55,3905928
2001-05-31,389.6,393.8,383.0,392.3,3062884
2001-06-01,393.25,394.25,378.1,380.25,3076039
2001-06-04,382.0,382.95,371.25,374.75,2222897
2001-06-05,372.75,377.8,370.5,372.95,2025266
2001-06-06,374.9,376.0,363.85,365.55,2829453
2001-06-07,367.0,367.45,357.15,364.2,3763376
2001-06-08,365.0,373.45,364.35,370.4,3596200
2001-06-11,370.0,372.45,366.1,370.7,2669682
2001-06-12,369.9,371.3,367.5,370.05,1379191
2001-06-13,371.0,376.9,370.05,375.4,2297910
2001-06-14,373.85,378.3,362.1,363.9,4651293
2001-06-15,362.1,362.1,353.1,357.6,3391469
2001-06-18,355.1,357.0,339.1,340.6,3960505
2001-06-19,340.0,348.0,339.65,346.85,2608036
2001-06-20,335.0,351.0,335.0,344.85,1863287
2001-06-21,344.75,350.45,340.0,341.1,3372739
2001-06-22,342.0,343.8,336.2,342.4,2226943
2001-06-25,340.7,343.1,335.55,341.45,1765526
2001-06-26,340.5,348.85,339.0,346.8,2028177
2001-06-27,346.0,359.9,342.8,358.1,3165398
2001-06-28,358.0,366.45,356.5,362.3,2752289
2001-06-29,362.5,373.45,360.1,368.5,1923989
2001-07-02,370.8,395.0,352.3,358.65,1007720
2001-07-03,349.6,352.0,324.0,329.4,4698452
2001-07-04,323.0,331.5,322.0,326.2,2820881
2001-07-05,332.0,336.4,328.05,331.75,2005530
2001-07-06,324.0,329.3,321.0,325.7,1224736
2001-07-09,324.0,330.0,316.1,327.2,2564180
2001-07-10,331.5,334.9,327.0,333.7,1783315
2001-07-11,332.0,340.75,329.1,336.6,1143594
2001-07-12,338.5,342.7,337.2,340.2,1247953
2001-07-13,341.75,350.75,332.3,344.0,2040818
2001-07-16,338.9,342.0,330.0,332.0,1533243
2001-07-17,329.0,336.4,325.1,333.0,1155950
2001-07-18,334.05,335.45,325.0,326.75,1483925
2001-07-19,325.0,326.45,321.0,324.1,1207297
2001-07-20,326.0,326.1,310.5,313.9,1828817
2001-07-23,310.0,316.0,300.0,313.0,139127
2001-07-24,301.2,316.5,301.2,314.35,992324
2001-07-25,314.5,315.45,308.7,310.7,1224927
2001-07-26,308.0,312.4,302.8,304.85,2175744
2001-07-27,303.5,307.95,300.0,306.05,1281491
2001-07-30,305.45,314.0,303.3,312.85,1499863
2001-07-31,314.75,320.75,303.65,318.85,3962478
2001-08-01,320.95,322.25,312.25,315.5,1875223
2001-08-02,314.0,320.9,309.55,317.8,1627268
2001-08-03,317.5,321.1,310.3,317.2,3430847
2001-08-06,317.0,324.65,315.25,323.2,1825026
2001-08-07,321.05,330.0,321.05,329.15,2348302
2001-08-08,324.9,331.0,322.55,328.45,1784988
2001-08-09,326.0,339.75,325.0,335.8,2330234
2001-08-10,338.0,341.45,334.1,339.8,2537055
2001-08-13,339.5,340.9,324.6,326.55,1985420
2001-08-14,329.7,329.7,319.65,321.05,2950685
2001-08-16,323.0,331.45,321.0,326.9,2878695
2001-08-17,327.0,328.8,316.25,317.55,2705062
2001-08-20,315.0,321.9,314.55,317.85,1979019
2001-08-21,318.0,322.7,318.0,318.9,1852655
2001-08-23,319.9,338.0,316.1,317.0,1741427
2001-08-24,318.0,318.25,314.2,315.15,1494388
2001-08-27,318.0,319.9,313.1,315.3,1311019
2001-08-28,313.9,317.7,312.2,312.85,1031974
2001-08-29,312.0,320.25,311.9,318.4,3467938
2001-08-30,317.25,321.4,315.0,319.1,1979924
2001-08-31,318.4,319.0,309.55,311.15,2813082
2001-09-03,311.0,315.0,311.0,312.7,1154757
2001-09-04,312.9,316.4,308.65,314.35,1597075
2001-09-05,313.0,316.0,309.8,311.15,842904
2001-09-06,318.0,318.0,309.5,311.6,1211579
2001-09-07,313.7,313.7,306.05,307.7,1461504
2001-09-10,307.0,309.4,303.25,304.15,903087
2001-09-11,305.5,307.0,303.0,305.05,1047783
2001-09-12,295.0,301.5,276.05,297.9,2483919
2001-09-13,300.0,303.0,288.05,290.3,1442511
2001-09-14,291.7,291.7,261.3,261.3,2255672
2001-09-17,252.25,265.5,241.0,262.65,7144868
2001-09-18,260.0,278.5,250.0,253.15,6214991
2001-09-19,260.0,261.5,243.15,246.9,3856295
2001-09-20,241.9,245.5,231.8,239.9,4366253
2001-09-21,233.65,234.0,215.95,216.65,5247232
2001-09-24,217.5,226.85,214.6,221.15,7276553
2001-09-25,225.1,229.0,203.6,206.6,7120552
2001-09-26,209.9,227.3,209.9,227.15,6554659
2001-09-27,214.95,244.8,214.95,241.7,9596340
2001-09-28,244.0,265.9,238.5,264.6,10410047
2001-10-01,264.0,271.5,253.3,259.55,14585462
2001-10-03,261.0,261.9,242.1,246.6,7136734
2001-10-04,249.05,255.8,243.55,249.45,10646039
2001-10-05,249.0,257.0,243.6,250.65,5101125
2001-10-08,242.0,255.95,240.5,252.35,7420721
2001-10-09,255.0,257.8,249.2,253.1,7396572
2001-10-10,252.0,263.8,252.0,258.15,6465289
2001-10-11,260.0,268.7,260.0,265.4,5676629
2001-10-12,267.15,272.8,265.1,267.05,6271626
2001-10-15,265.6,276.7,263.0,273.6,4737266
2001-10-16,274.9,276.9,271.65,273.6,3240179
2001-10-17,275.0,286.7,273.0,284.55,4263961
2001-10-18,279.7,280.5,274.1,275.95,3020937
2001-10-19,275.5,278.5,273.5,276.5,2778606
2001-10-22,276.75,283.4,270.0,272.8,3013785
2001-10-23,276.7,277.65,273.25,274.9,1895548
2001-10-24,278.0,278.0,264.6,265.95,3420857
2001-10-25,269.0,269.5,261.75,263.9,1980720
2001-10-29,266.0,270.4,257.1,260.45,2178728
2001-10-30,256.0,257.7,251.15,252.55,2477835
2001-10-31,254.0,258.45,248.25,254.4,7666865
2001-11-01,257.0,262.9,255.25,260.7,3906455
2001-11-02,260.5,269.0,260.05,262.95,3162238
2001-11-05,263.4,263.4,257.25,261.5,2452036
2001-11-06,265.0,267.0,258.75,262.5,2407302
2001-11-07,265.5,266.5,256.3,259.1,1591291
2001-11-08,259.0,262.45,251.85,260.7,2968794
2001-11-09,263.5,266.45,260.3,264.05,2471591
2001-11-12,264.9,269.4,263.3,266.2,1982073
2001-11-13,266.0,269.5,263.3,268.45,2293943
2001-11-14,271.9,274.75,271.15,273.2,880830
2001-11-15,273.0,279.7,272.0,278.05,2236477
2001-11-19,284.1,305.9,284.1,305.25,5072690
2001-11-20,310.0,311.0,288.0,291.05,3166328
2001-11-21,292.0,302.25,287.5,294.4,2899237
2001-11-22,295.0,298.4,290.1,291.9,2249544
2001-11-23,292.0,296.5,284.75,291.9,2574077
2001-11-26,295.7,301.7,294.25,298.6,2619888
2001-11-27,302.0,304.9,290.8,293.2,1982779
2001-11-28,293.2,294.25,285.3,290.55,2312724
2001-11-29,290.0,291.8,286.0,289.95,1742425
2001-12-03,291.1,293.7,286.0,290.45,1912965
2001-12-04,292.0,301.0,291.0,298.5,2459911
2001-12-05,305.15,315.8,304.0,313.3,3263776
2001-12-06,320.0,324.5,306.1,309.95,3474221
2001-12-07,310.0,315.8,310.0,312.0,2170654
2001-12-10,311.0,319.95,311.0,315.05,1468582
2001-12-11,315.0,317.85,309.05,310.45,1647077
2001-12-12,313.0,319.9,309.1,311.0,1824971
2001-12-13,312.75,319.0,295.65,311.0,4118449
2001-12-14,311.0,312.0,305.25,310.3,1338554
2001-12-18,310.0,314.55,302.6,309.15,1545851
2001-12-19,313.9,313.9,307.0,308.7,2548940
2001-12-20,308.5,312.0,302.6,310.3,1761020
2001-12-21,305.0,311.5,305.0,310.35,1007333
2001-12-24,306.0,312.4,305.0,310.7,990393
2001-12-26,309.9,313.0,303.4,306.8,665579
2001-12-27,305.0,306.45,298.2,302.25,2556014
2001-12-28,300.0,304.9,289.2,301.9,2118135
2001-12-31,304.0,308.85,298.6,306.2,1160420
2002-01-01,304.9,308.9,302.6,305.0,688738
2002-01-02,304.05,306.0,301.0,303.6,684042
2002-01-03,305.0,306.95,295.25,296.45,1578252
2002-01-04,301.0,325.75,298.0,321.05,4477725
2002-01-07,319.0,330.55,317.3,320.0,3036656
2002-01-08,321.05,325.0,315.6,317.85,1644880
2002-01-09,320.0,335.5,316.1,328.35,6239242
2002-01-10,330.1,334.65,321.6,324.65,2451508
2002-01-11,327.0,335.0,318.05,326.8,3018935
2002-01-14,331.0,344.0,322.25,325.7,4686848
2002-01-15,324.9,328.9,320.35,322.75,1655750
2002-01-16,325.1,326.5,316.1,320.25,1298119
2002-01-17,317.0,322.95,315.55,318.7,1953116
2002-01-18,329.9,329.9,308.5,311.6,2320552
2002-01-21,313.0,315.7,311.0,312.4,1061274
2002-01-22,312.0,318.8,309.05,312.6,1959952
2002-01-23,312.0,316.9,310.75,314.65,1175520
2002-01-24,315.5,317.0,311.5,313.55,841987
2002-01-25,314.95,315.0,312.0,314.8,611098
2002-01-28,316.0,324.0,312.65,314.45,2349800
